横幅,縦幅,テクスチャ分割数横,テクスチャ分割数縦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,11,6,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
,19,64,64,64,64,64,64,64,64,64,64,64,19,19,64,64,64,64,64,64,64,64,19,19,19,19,64,64,64,64,64,64,19,64,64,64,64,64,64,64,19,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,100,154,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,145,19,19,19
,19,33,33,33,33,33,33,34,34,34,34,33,19,19,33,33,33,33,33,33,33,33,19,90,90,19,33,33,33,33,33,90,19,90,33,33,33,33,33,19,19,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,90,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,127,145,19,19
,19,33,33,33,33,33,33,34,34,34,19,19,19,19,19,19,33,33,33,33,33,33,19,90,90,19,33,33,33,33,33,19,19,19,33,33,33,33,33,19,19,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,90,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,127,145,19
,19,33,33,33,33,33,33,34,34,33,19,19,34,33,19,19,33,33,33,33,33,33,19,108,126,19,33,33,33,33,19,33,33,33,19,33,33,33,33,19,33,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,90,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,127,19
,19,33,33,33,33,33,33,34,33,33,19,33,34,33,33,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,33,33,33,19,33,33,33,33,19,33,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,19
,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,19,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19
,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,19,19,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19
,19,33,33,33,33,33,33,33,33,33,19,33,33,33,33,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,19,19,19,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19
,19,33,33,33,33,33,33,33,33,25,19,19,33,33,19,19,25,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,33,33,33,19,33,33,33,33,33,19,19,19,19,19,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19
,19,25,25,25,25,25,25,25,25,18,19,19,19,19,19,19,18,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,19,25,25,25,19,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,19,19,19,19,19
