横幅,縦幅,テクスチャ分割数横,テクスチャ分割数縦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,11,6,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,64,64,64,64,100,154,64,64,64,64,64,19,19,19,19,64,64,136,19,19,19,19,64,64,64,64,19,19,19,19,64,64,64,64,136,118,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,100,154,64,64,64,64,64,64,64,64,64,64,19,136,154,19,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,100,118,19,19,19,19,19,64,64,64,64,64,64,64,64,64,64,64,19,19,19,19,64,64,64,64,64,64,64,64,64,64,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
,19,33,33,33,33,33,33,33,33,33,1,1,1,33,33,33,33,33,33,33,33,33,33,33,33,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,18,18,18,18,18,19,19,19,19,18,18,91,19,1,1,19,163,73,73,73,19,1,1,19,73,73,73,73,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,33,33,33,33,33,33,33,33,33,33,19,90,90,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
,19,33,33,33,33,33,33,33,33,33,7,7,7,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,18,18,18,18,163,19,1,1,19,145,18,127,0,7,7,2,109,18,18,54,0,7,7,2,54,18,18,18,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,33,33,33,33,33,33,33,33,33,33,19,90,90,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,90,33,90,33,126,144,33,33,33,19,19,19,19,19,19,19,19,33,162,72,72,108,162,72,19,19,19,19,19
,19,33,33,33,33,33,33,33,33,33,13,13,13,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,18,18,18,18,91,0,7,7,2,91,18,18,6,7,7,8,18,18,18,18,6,7,7,8,18,18,18,18,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,33,33,33,33,33,33,33,33,33,33,19,108,126,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,19,19,19,162,72,72,108,33,126,72,144,19,19,19,19,19,19,19,19,19,72,72,108,33,126,144,33,90,33,33,33,33,19,19,19,19,19,19,33,33,90,33,33,162,108,33,33,19,19,19,19
,19,33,33,33,33,33,33,33,33,19,19,19,19,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,18,18,18,18,18,18,6,7,7,8,18,18,163,12,13,13,14,145,18,18,54,12,13,13,14,54,18,18,18,18,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,19,126,108,33,33,33,33,33,33,126,144,19,19,19,19,19,19,19,33,33,33,33,33,33,90,33,126,144,33,33,33,33,90,33,19,19,33,33,33,90,33,33,90,33,33,33,33,19,19,19
,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,33,33,33,33,33,18,18,18,18,18,18,12,13,13,14,18,18,18,25,25,25,25,18,18,18,18,25,25,25,25,18,18,18,18,18,33,33,33,33,33,33,33,33,19,19,19,19,19,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,162,72,144,33,33,33,162,144,126,144,19,19,19,19,19,33,33,33,33,33,19,19,19,19,19,19,19,33,33,33,126,144,90,162,144,33,33,19,19,19,19,19,33,33,33,33,19,19
,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,19,19,19,19,19,19,19,19,19,33,19,19,19,19,19,19,33,33,33,33,33,33,18,18,18,18,18,18,25,25,25,25,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,33,33,33,33,33,33,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,162,108,19,19,19,19,19,19,126,144,126,72,108,33,33,33,33,33,33,19,19,19,19,127,73,145,91,19,19,19,33,33,126,108,90,126,72,19,19,19,19,19,19,33,33,33,33,33,19
,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,19,19,19,19,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,33,33,33,33,33,19,19,33,33,33,33,33,33,33,33,33,19,19,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,33,33,33,33,33,33,33,33,33,90,19,19,127,73,19,19,19,19,126,72,144,33,33,33,33,33,33,19,19,19,19,19,19,19,19,19,19,19,19,19,19,33,33,90,33,19,19,19,109,91,19,19,33,33,33,33,33,19
